Identifier	Other_Name
132024	unidentified bacterium cse046
132025	unidentified bacterium cse051
132026	unidentified bacterium cse053
132027	unidentified bacterium cse057
132028	unidentified bacterium cse060
132029	unidentified bacterium cse062
132030	unidentified bacterium cse065
132031	unidentified bacterium cse070
132032	unidentified bacterium cse074
132033	unidentified bacterium cse077
132034	unidentified bacterium cse078
132035	unidentified bacterium cse079
132036	unidentified bacterium cse085
132037	unidentified bacterium cse088
132038	unidentified bacterium cse095
132039	unidentified bacterium cse096
132040	unidentified bacterium tsb004
132041	unidentified bacterium tsb007
132042	unidentified bacterium tsb008
132043	unidentified bacterium tsb011
132044	unidentified bacterium tsb013
132045	unidentified bacterium tsb016
132046	unidentified bacterium tsb018
132047	unidentified bacterium tsb019
132048	unidentified bacterium tsb021
132049	unidentified bacterium tsb022
132050	unidentified bacterium tsb025
132051	unidentified bacterium tsb026
132052	unidentified bacterium tsb028
132053	unidentified bacterium tsb029
132054	unidentified bacterium tsb032
132055	unidentified bacterium tsb033
132056	unidentified bacterium tsb034
132057	unidentified bacterium tsb035
132058	unidentified bacterium tsb038
132059	unidentified bacterium tsb039
132060	unidentified bacterium tsb040
132061	unidentified bacterium tsb041
132062	unidentified bacterium tsb043
132063	unidentified bacterium tsb051
132064	unidentified bacterium tsb052
132065	unidentified bacterium tsb053
132066	unidentified bacterium tsb056
132067	unidentified bacterium tsb058
132068	unidentified bacterium tsb060
132069	unidentified bacterium tsb063
132070	unidentified bacterium tsb064
132071	unidentified bacterium tsb066
132072	unidentified bacterium tsb068
132073	unidentified bacterium tsb070
132074	unidentified bacterium tsb071
132075	unidentified bacterium tsb072
132076	unidentified bacterium tsb077
132077	unidentified bacterium tsb078
132078	unidentified bacterium tsb085
132079	unidentified bacterium tsb086
132080	unidentified bacterium tsb088
132081	unidentified bacterium tsb090
132082	unidentified bacterium tsb091
132083	unidentified bacterium tsb092
132084	unidentified bacterium wr0001
132085	unidentified bacterium wr0002
132086	unidentified bacterium wr0003
132087	unidentified bacterium wr0004
132088	unidentified bacterium wr0005
132089	unidentified bacterium wr0006
132090	unidentified bacterium wr0007
132091	unidentified bacterium wr0008
132093	Klebsiella sp. EA61
132403	Edwardsia andresi Danielssen, 1890
132404	Edwardsia elegans Verrill, 1869
132408	Edwardsia tuberculata Dueben & Koren, 1847
132411	Edwardsia duodecimcirrata
132411	Halcampa duodecimcirrata (Sars, 1851)
132411	twelve-tentacle burrowing anemone
132415	Actinia producta
132490	unclassified Burkholderia group
133192	unidentified soil bacterium SRS1
133441	Kadsura ananosma Kerr, 1936
133442	Schisandra bicolor W.C.Cheng, 1932
133443	Schisandra bicolor var. tuberculata (Y.W.Law) Y.W.Law, 1996
133444	Schisandra plena A.C.Sm., 1947
133445	Schisandra propinqua subsp. sinensis (Oliv.) R.M.K.Saunders, 1997
133445	Schisandra propinqua var. sinensis
133550	Crinozoa
105859	Antedon adriatica
105859	Antedon mediterranea (Lamarck, 1816)
73431	Florometra seratissima
73431	Florometra serratissima (Clark, 1907)
106121	Comasteridae
55655	Encrinus parrae
55655	Endoxocrinus parrae (Gervais, 1835)
7588	Concentricycloidea
7588	sea stars
7588	starfish
7599	Forcipulata
7602	Asterias amurensis Lutken, 1871
7602	North Pacific seastar
7603	Asterias forbesi (Desor, 1848)
7603	Asterias forbesii
7603	Forbes's starfish
7604	Asteracanthion distichum
7604	Asterias attenuata
7604	Asterias clathrata
7604	Asterias disticha
7604	Asterias gigantea
7604	Asterias pallida
7604	Asterias rubens Linnaeus, 1758
7604	Asterias stimpsoni
7604	European starfish
7612	Pisaster ochraceus (Brandt, 1835)
7612	purple sea star
7616	Evasterias troscheli
7616	Evasterias troschelli
117001	Leptasterias mulleri
60565	Coscinasterias actispina
100456	Coscinasterias muricata Verrill, 1867
60573	Distolasterias nippon
105870	Heliaster heliantoides
105867	Brisingaster robillardi de Loriol, 1883
7593	Asterina Nardo, 1834
46515	Asterias gibbosa
46515	Asterina gibbosa (Pennant, 1777)
46514	broad-disk star
46514	Patiria miniata (Brandt, 1835)
46514	sea bat
46514	webbed star
31170	Culcita novaeguineae Muller & Troschel, 1842
109182	Linckia bouvieri Perrier, 1875
109183	Linckia columbiae Gray, 1840
109184	Linckia guildingi
60590	Pseudarchaster pareli
60590	Pseudarchaster parelli
60590	Pseydarchaster pareli
133434	Acanthaster planci (Linnaeus, 1758)
133434	crown of thorns starfish
55649	Asteropectinidae
60559	Astropecten latespinosus Meissner, 1892
60560	Astropecten polyacanthus Muller & Troschel, 1842
60560	Astropecten polycanthus
86355	Astropecten brasiliensis Muller & Troschel, 1842
60571	Ctenopleura fisheri Hayashi, 1957
60584	Luidia maculata Muller & Troschel, 1842
60585	Luidia quinalia
60585	Luidia quinaria von Martens, 1865
133437	lined sea star
133437	Luidia clathrata (Say, 1825)
7598	Solaster stimpsoni Verrill, 1880
7598	Solaster stimpsonii
105863	Solaster dawsoni Verrill, 1880
105863	Solaster dawsonii
105949	Pteraster sp. USNM IZ 1503353
105949	Pteraster tesselatus Ives, 1888
60578	Henricia nipponica Uchida, 1928
60579	Henricia pachyderma Hayashi, 1940
72675	Henricia sanguinolenta (Muller, 1776)
133436	Henricia leviuscula (Stimpson, 1857)
105879	Xyloplax turnerae Rowe, Baker & Clark, 1988
7625	sea urchin
7632	Eucidaris tribuloides (Lamarck, 1816)
107814	Eucidaris galapagensis Duderlein, 1887
7653	painted urchin
7654	Lytechinus variegatus (Lamarck, 1816)
79801	Lytechinus anamesis
7673	Hawaiian sea urchin
105366	Tripneustes depressus Agassiz, 1863
39374	Spaerechinus granularis
39368	Salmacis sphaeroides (Linnaeus, 1758)
39307	Fellaster zealandiae
39307	Fellaster zelandiae (Gray, 1855)
31188	Astriclypeus mannii Verrill, 1867
39299	Echinodiscus bisperforatus Leske, 1778
39299	Ecinodiscus bisperforatus
39284	Cassidulus mitis Krau, 1954
39298	sea potato
31873	Allobrissus agassizii
31873	Brissus (Allobrissus) agassizii
31873	Brissus agassizii Doderlein, 1885
31873	Brissus agassizii Duderlein, 1885
105355	Brissopsis elongata Mortensen, 1907
105625	Agassizea
105626	Agassizea scrobiculata
7679	Sea urchin sp.
7705	holothurians
7705	Holothurioidea
55639	Psychropotes buglossa
55639	Psychropotes longicauda Theel, 1882
7695	Molpadiida
7701	Apodeda
28833	red sea cucumber
36326	Cucumaria fromdosa
42202	Cucumaria vegae Theel, 1886
42203	Cucumaria pallida Kirkendale & Lambert, 1995
42388	Cucumaria pseudocurata Deichmann, 1938
122241	Cucumaria salma Yingst, 1972
122241	white sea cucumber
42205	Cucumaria lubrica
42205	Pseudocnus lubricus (Clark, 1901)
42212	Pseudocnus curatus (Cowles, 1907)
42387	Cucumaria fisheri astigmata
7710	Thyone briareus
72723	Asteronyx loveni Muller & Troschel, 1842
105880	Gorgonacephalus
105881	Gorgonacephalus eucnemis
133804	uncultured marine gamma proteobacterium EBAC31A08
133804	uncultured proteobacterium EBAC31A08
133920	"Pseudogluconobacter" Shibata et al. 2001
133921	"Pseudogluconobacter saccharoketogenes" Shibata et al. 2001
133957	Luidia magellanica Leipoldt, 1895
134047	Salmonella bredeney
134047	Salmonella enterica subsp. enterica serovar Bredeny
134203	unidentified fungus sp. QPX
134226	Firmicutes sp. oral clone BX005
134284	unclassified Coxiella group
134346	hydrogen production community clone pH5.5-4
134499	uncultured bacterium GR-WP-54-8
134504	unidentified fungus sp. F-002496
134930	Zoanthus coppingeri Haddon & Shackleton, 1891
134931	green sea mat
134931	Zoanthus sociata
134931	Zoanthus sociatus (Ellis, 1768)
134990	Chimaera phantasma Jordan & Snyder, 1900
134991	Chimaera barbouri
134991	Hydrolagus barbouri (Garman, 1908)
134991	ninespot chimaera
134994	Harriotta pacifica
134994	Rhinochimaera pacifica (Mitsukuri, 1895)
135006	uncultured bacterium sp. oral clone BS003
135045	Firmicutes sp. oral clone AO068
135046	Firmicutes sp. oral clone BB124
135047	Firmicutes sp. oral clone CH017
135048	Firmicutes sp. oral clone CK030
135049	Firmicutes sp. oral clone CK051
135050	Firmicutes sp. oral clone CK057
135051	Firmicutes sp. oral clone F058
135202	unidentified fungus sp. Kmlps3-29
135203	unidentified fungus sp. Kmlps3-26
135204	unidentified fungus sp. Kmlps3-13
135248	"Francisella tularensis subsp. mediasiatica" (Aikimbaev 1966) Olsufjev and Meshcheryakova 1982
135248	"Francisella tularensis var. mediasiatica" Aikimbaev 1966
135248	Francisella tularensis subsp. mediaasiatica
135248	Francisella tularensis subsp. mediasiatica (ex Aikimbaev 1966) Olsufjev and Meshcheryakova 1983
135248	Francisella tularensis var. mediasiatica
135248	GIEM 543
135248	strain FSC147
135421	Henricia tumida Verrill, 1909
135523	Chrysaora sp. MD-2005
135523	Cyanea nozaki
135579	[Aminomonas] aminovorus
135579	'Aminomonas aminovorus'
135613	Chromatiaceae/Ectothiorhodospiraceae group
135613	Chromatiales Imhoff 2005
1046	Chromatiaceae Bavendamm 1924 (Approved Lists 1980) emend. Imhoff 1984
1046	Chromatiaceae Bavendamm 1924 (Approved Lists 1980) emend. Sisinthy et al. 2017
1046	purple sulfur bacteria
1046	Thiocapsaceae
1047	"Monas" Muller 1786
1047	"Rhabdomonas" Cohn 1875
1047	Chromatium Perty 1852 (Approved Lists 1980) emend. Imhoff et al. 1998
1047	Monas
1047	Rhabdomonas
61644	"Bacillus okenii" (Ehrenberg 1838) Trevisan 1889
61644	"Bacterium okenii" (Ehrenberg 1838) Trevisan 1879
61644	"Beggiatoa roseopersicina" Zopf 1883
61644	"Chromatium densegranulatum" Skuja 1948
61644	"Mantegazzea rosea" (Cohn 1875) Trevisan 1889
61644	"Mantegazzea winogradskyi" Trevisan 1889
61644	"Monas okenii" Ehrenberg 1838
61644	"Pseudomonas okenii" (Ehrenberg 1838) Migula 1895
61644	"Rhabdochromatium fusiforme" Winogradsky 1888
61644	"Rhabdochromatium roseum" (Cohn 1875) Winogradsky 1888
61644	"Rhabdomonas rosea" Cohn 1875
61644	"Spirillum violaceum" Warming 1875
61644	"Thiospirillum violaceum" (Warming 1875) Migula 1900
61644	Bacillus okenii
61644	Bacterium okenii
61644	Beggiatoa roseopersicina
61644	Chromatium densegranulatum
61644	Chromatium okenii (Ehrenberg 1838) Perty 1852
61644	DSM 169
61644	Mantegazzea rosea
61644	Mantegazzea winogradskyi
61644	Monas okenii
61644	Pseudomonas okenii
61644	Rhabdochromatium fusiforme
61644	Rhabdochromatium roseum
61644	Rhabdomonas rosea
61644	Spirillum violaceum
61644	Thiospirillum violaceum
1056	Amoebobacter
1056	Thiocapsa Winogradsky 1888 (Approved Lists 1980) emend. Guyoneaud et al. 1998
1058	"Thiocapsa floridana" Uphof 1927
1058	"Thiocapsa minima" Isachenko 1929
1058	DSM 217
1058	strain 1711
1058	Thiocapsa floridana
1058	Thiocapsa minima
1058	Thiocapsa roseopersicina Winogradsky 1888
12934	"Rhodothece nuda" Skuja 1956
12934	"Rhodothece pendens" Molisch 1906
12934	Amoebobacter pendens (Molisch 1906) Pfennig and Truper 1971 (Approved Lists 1980)
12934	DSM 236
12934	Rhodothece nuda
12934	Rhodothece pendens
12934	strain 1314, Klein-Kalden
12934	Thiocapsa pendens (Molisch 1906) Guyoneaud et al. 1998
69360	"Rhodothece conspicua" Skuja 1956
69360	Amoebobacter roseus
69360	DSM 235
69360	Rhodothece conspicua
69360	strain 6611, Davis
69360	Thiocapsa rosea (Winogradsky 1888) Guyoneaud et al. 1998
95548	ATCC 700894
95548	strain BM5
95548	Thiocapsa litoralis Puchkova et al. 2000
95548	Thiocapsa sp. BM5
95548	Thiocapsa sp. BM-5
1227	"Nitrosococcus" Winogradsky 1892 emend. Campbell et al. 2011
1227	Nitrosococcus Winogradsky 1892 (Approved Lists 1980) emend. Wang et al. 2016
1229	"Nitrosocystis oceanus" (sic) Watson 1965
1229	ATCC 19707
1229	Nitrosococcus oceani corrig. (Watson 1965) Watson 1971
1229	Nitrosococcus oceanus
1229	Nitrosocystis oceanus
38146	"Micrococcus nitrosus" Migula 1900
38146	"Nitrosocystis coccoides" Starkey 1948
38146	Micrococcus nitrosus
38146	Nitrosococcus nitrosus (Migula 1900) Buchanan 1925
38146	Nitrosocystis coccoides
133539	"Nitrosococcus halophilus" Koops et al. 1990
133539	strain Nc 4
13724	"Thiosphaera" Miyoshi 1897
13724	"Thiothece" Winogradsky 1888
13724	Thiocystis Winogradsky 1888 (Approved Lists 1980) emend. Imhoff et al. 1998
13724	Thiosphaera
13724	Thiothece
13725	"Planosarcina violacea" (Winogradsky) Migula 1895
13725	DSM 207
13725	Planosarcina violacea
13725	Thiocystis violacea Winogradsky 1888
46450	"Chromatium sphaeroides" Hama 1933
46450	"Lamprocystis gelatinosa" (Winogradsky 1888) Migula 1900
46450	"Thiosphaera gelatinosa" (Winogradsky 1888) Miyoshi 1897
46450	"Thiothece gelatinosa" Winogradsky 1888
46450	Chromatium sphaeroides
46450	DSM 215
46450	Lamprocystis gelatinosa
46450	Thiocystis gelatinosa (Winogradsky 1888) Pfennig and Truper 1971
46450	Thiosphaera gelatinosa
46450	Thiothece gelatinosa
61597	"Bacillus minor" (Winogradsky) Trevisan 1889
61597	"Bacterium minus" Trevisan in de Toni and Trevisan 1889
61597	Bacillus minor
61597	Bacterium minus
61597	Chromatium minus
61597	DSM 178
61597	strain 1211
61597	Thiocystis minor (Winogradsky 1888) Imhoff et al. 1998
73141	"Chromatium violaceum" Bergey et al. 1923
73141	ATCC 17096
73141	Chromatium violaceum
73141	Chromatium violascens
73141	DSM 198
73141	strain 6111
73141	Thiocystis violascens (Perty 1852) Imhoff et al. 1998
48728	"Rhabdochromatium" Winogradsky 1888
48728	Rhabdochromatium (ex Winogradsky 1888) Dilling et al. 1996
48729	CIP 104884
48729	DSM 5261
48729	Rhabdochromatium marinum Dilling et al. 1996
48729	strain 8315
111745	uncultured Rhabdochromatium MT58
53392	Thiodictyon Winogradsky 1888
53393	"Amoebobacter bacillosus" Winogradsky 1888
53393	"Rhodocapsa suspensa" Molisch 1906
53393	Amoebobacter bacillosus
53393	DSM 234
53393	Rhodocapsa suspensa
53393	Thiodictyon bacillosum (Winogradsky 1888) Pfennig and Truper 1971
53394	"Thiodictyon minus" Isachenko 1914
53394	DSM 232
53394	Thiodictyon elegans Winogradsky 1888
53394	Thiodictyon minus
53452	Lamprocystis Schroeter 1886 (Approved Lists 1980) emend. Imhoff 2001
53452	Pfennigia
53453	"Bacterium rubescens" Lankester 1873
53453	"Clathrococcus roseo-persicinus" (Kutzing 1849) Schmidt and Weiss 1902
53453	"Clathrocystis roseo-persicina" (Kutzing 1849) Cohn 1875
53453	"Cohnia roseo-persicina" (Kutzing 1849) Winter 1884
53453	"Cryptococcus roseus" (Kutzing 1833) Kutzing 1845
53453	"Lankesteron rubescens" (Lankester 1873) Ellis 1932
53453	"Micraloa rosea" (sic) Kutzing 1833
53453	"Palmella persicina" Cohn 1864
53453	"Planosarcina roseo-persicina" (Kutzing 1849) Migula 1895
53453	"Pleurococcus roseo-persicinus" (Kutzing 1849) Rabenhorst 1868
53453	"Protococcus roseo-persicinus" Kutzing 1849
53453	Bacterium rubescens
53453	Clathrococcus roseo-persicinus
53453	Clathrocystis roseo-persicina
53453	Cohnia roseo-persicina
53453	Cryptococcus roseus
53453	DSM 229
53453	Lamprocystis roseopersicina (Kutzing 1849) Schroeter 1886
53453	Lankesteron rubescens
53453	Micraloa rosea
53453	Palmella persicina
53453	Planosarcina roseo-persicina
53453	Pleurococcus roseo-persicinus
53453	Protococcus roseo-persicinus
61598	Amoebobacter purpureus
61598	ATCC 49210
61598	DSM 4197
61598	Lamprocystis purpurea (Eichler and Pfennig 1989) Imhoff 2001
61598	Pfennigia purpurea
61598	strain BN 4450 (Imhoff)
61598	strain Schleinsee
61598	strain ThSch 12
57488	Thiorhodococcus Guyoneaud et al. 1998
57489	ATCC 700259
57489	DSM 11518
57489	strain CE2203
57489	Thiorhodococcus minor corrig. Guyoneaud et al. 1998
57489	Thiorhodococcus minus
61593	Thiorhodovibrio Overmann et al. 1993
77007	DSM 6702
77007	strain SSP1
77007	Thiorhodovibrio winogradskyi Overmann et al. 1993
86341	'Thiorhodovibrio sibirica'
67575	"Pararheinheimera" Sisinthy et al. 2017
67575	Curacaobacter
67575	Pararheinheimera
67575	Rheinheimera Brettar et al. 2002
67576	Curacaobacter baltica
67576	DSM 14885
67576	LMG 21511
67576	LMG:21511
67576	Rheinheimera baltica Brettar et al. 2002
67576	strain OSBAC1
115860	unclassified Pararheinheimera
82559	Thiolamprovum Guyoneaud et al. 1998
82560	Amoebobacter pedioformis
82560	DSM 3802
82560	strain CML2
82560	strain Taichung
82560	Thiolamprovum pedioforme (Eichler and Pfennig 1987) Guyoneaud et al. 1998
85072	Allochromatium Imhoff et al. 1998
1049	"Bacillus vinosus" (Ehrenberg 1838) Trevisan 1889
1049	"Bacterium sulfuratum" Warming 1875
1049	"Bacterium vinosum" (Ehrenberg 1838) de Toni and Trevisan 1889
1049	"Chromatium sulfuratum" (Warming 1875) Isachenko 1927
1049	"Monas vinosa" Ehrenberg 1838
1049	Allochromatium vinosum (Ehrenberg 1838) Imhoff et al. 1998
1049	ATCC 17899
1049	Bacillus vinosus
1049	Bacterium sulfuratum
1049	Bacterium vinosum
1049	Chromatium sulfuratum
1049	Chromatium vinosum (Ehrenberg 1838) Winogradsky 1888 (Approved Lists 1980)
1049	DSM 180
1049	Monas vinosa
1049	NBRC 103801
1049	strain D
61595	"Chromatium cuculliferum" Gicklhorn 1920
61595	"Monas cucullifera" (Gicklhorn 1920) de Rossi 1927
61595	"Monas warmingii" Cohn 1875
61595	Allochromatium warmingii (Cohn 1875) Imhoff et al. 1998
61595	ATCC 14959
61595	Chromatium cuculliferum
61595	Chromatium warmingii (Cohn 1875) Migula 1900 (Approved Lists 1980)
61595	DSM 173
61595	Monas cucullifera
61595	Monas warmingii
61595	strain 6512
61596	"Bacillus minutissimus" (Winogradsky 1888) Trevisan 1889
61596	"Bacterium minutissimum" (Winogradsky 1888) Trevisan in de Toni and Trevisan 1889
61596	Allochromatium minutissimum (Winogradsky 1888) Imhoff et al. 1998
61596	Bacillus minutissimus
61596	Bacterium minutissimum
61596	Chromatium minutissimum
61596	DSM 1376
61596	strain MSU
85073	Thermochromatium Imhoff et al. 1998
1050	ATCC 43061
1050	Chromatium tepidum Madigan 1986
1050	DSM 3771
1050	strain MC
1050	Thermochromatium tepidum (Madigan 1986) Imhoff et al. 1998
85074	Halochromatium Imhoff et al. 1998 emend. Anil Kumar et al. 2007
49447	ATCC 49190
49447	Chromatium salexigens Caumette et al. 1989
49447	DSM 4395
49447	Halochromatium salexigens (Caumette et al. 1989) Imhoff et al. 1998
49447	strain SG 3201
85075	ATCC 700202
85075	Chromatium glycolicum
85075	DSM 11080
85075	Halochromatium glycolicum (Caumette et al. 1997) Imhoff et al. 1998
85075	strain SL 3201
85076	Marichromatium Imhoff et al. 1998
1048	Chromatium gracile Strzeszewski 1913 (Approved Lists 1980)
1048	DSM 203
1048	Marichromatium gracile (Strzeszewski 1913) Imhoff et al. 1998
1048	Marichromatium sp. JA439
1048	strain 8611
37487	Chromatium purpuratum Imhoff and Truper 1980
37487	DSM 1591
37487	Marichromatium purpuratum (Imhoff and Truper 1980) Imhoff et al. 1998
37487	strain 984
37487	strain BN 5500
85077	Isochromatium Imhoff et al. 1998
39440	ATCC 25588
39440	Chromatium buderi Truper and Jannasch 1968 (Approved Lists 1980)
39440	DSM 176
39440	Isochromatium buderi (Truper and Jannasch 1968) Imhoff et al. 1998
39440	strain 8111
85078	"Thiococcus" Eimhjellen et al. 1967
85078	Thiococcus Imhoff et al. 1998
1057	"Thiococcus sp." Eimhjellen et al. 1967
1057	DSM 226
1057	strain 8013
1057	Thiocapsa pfennigii Eimhjellen 1970 (Approved Lists 1980)
1057	Thiococcus pfennigii (Eimhjellen 1970) Imhoff et al. 1998
85079	Thiohalocapsa Imhoff et al. 1998
69359	ATCC 49740
69359	DSM 6210
69359	strain SG 3202
69359	Thiocapsa halophila
69359	Thiohalocapsa halophila (Caumette et al. 1991) Imhoff et al. 1998
127457	Thiobaca Rees et al. 2002
127458	ATCC BAA-132
127458	culture-collection:ATCC:BAA:132
127458	DSM 13587
127458	strain BCH
127458	Thiobaca trueperi Rees et al. 2002
72276	Ectothiorhodospira group
72276	Ectothiorhodospiraceae Imhoff 1984
1051	"autotrophic" "Rhodospseudomonas" species of Kondrat'eva 1956
1051	"Ectothiorhodospira" Truper 1968
1051	Ectothiorhodospira Pelsh 1936
1054	"Autotrophic Rhodopseudomonas spec." Kondrat'eva 1956
1054	ATCC 43036 [[Ectothiorhodospira vacuolata]]
1054	ATCC BAA-49
1054	culture-collection:ATCC:BAA:49
1054	culture-collection:VKM:B:1525
1054	DSM 2111 [[Ectothiorhodospira vacuolata]]
1054	DSM 243
1054	Ectothiorhodospira shaposhnikovii Cherni et al. 1969 (Approved Lists 1980)
1054	Ectothiorhodospira vacuolata Imhoff et al. 1982
1054	strain beta1 [[Ectothiorhodospira vacuolata]]
1054	strain BN 9512 [[Ectothiorhodospira vacuolata]]
1054	strain Kondratieva N1
1054	VKM B-1525
2368	Arhodomonas Adkins et al. 1993
2369	Arhodomonas aquaeolei Adkins et al. 1993
2369	Arhodomonas oleiferhydrans
2369	ATCC 49307
2369	CIP 103913
2369	DSM 8974
2369	strain HA-1
35797	ATCC 25380
35797	CIP 104751
35797	NCIMB 11847
35797	Nitrococcus mobilis Watson and Waterbury 1971
35797	strain Nb-231
35797	strain Watson Nb-231
85108	Halorhodospira Imhoff and Suling 1997
1052	"Halochlorospira halochloris" (Imhoff and Truper 1979) Imhoff et al. 2022
1052	ATCC 35916
1052	DSM 1059
1052	Ectothiorhodospira halochloris Imhoff and Truper 1979 (Approved Lists 1980)
1052	Halochlorospira halochloris
1052	Halorhodospira halochloris (Imhoff and Truper 1979) Imhoff and Suling 1997
1052	strain BN 9850
1053	DSM 244
1053	Ectothiorhodospira halophila Raymond and Sistrom 1969 (Approved Lists 1980)
1053	Halorhodospira halophila (Raymond and Sistrom 1969) Imhoff and Suling 1997
1053	strain SL 1
1053	strain SL1
85924	Alkalispirillum Rijkenberg et al. 2002
85925	Alkalispirillum mobile Rijkenberg et al. 2002
85925	Alkalispirillum mobilis
85925	DSM 12769
85925	strain SL-1
106633	Thialkalivibrio
106633	Thioalcalovibrio
106633	Thioalkalivibrio Sorokin et al. 2001 emend. Banciu et al. 2004
106634	CBS 100464
106634	DSM 13738
106634	strain AL 2
106634	Thialkalivibrio versutus
106634	Thioalcalovibrio versutus
106634	Thioalkalivibrio versutus Sorokin et al. 2001
107820	DSM 13741
107820	NCCB 100002
107820	strain ALJ 12
107820	Thialkalivibrio nitratis
107820	Thioalcalovibrio nitratus
107820	Thioalkalivibrio nitratis Sorokin et al. 2001
107820	Thioalkalivibrio nitratus
108003	DSM 13742
108003	NCCB 100001
108003	strain ALJD
108003	Thialkalivibrio denitrificans
108003	Thioalcalovibrio denitrificans
108003	Thioalkalivibrio denitrificans Sorokin et al. 2001
108010	Bacterial strain ARh1
108010	bacterium ARh1
108010	DSM 13531
108010	JCM 11367
108010	strain ARh 1
108010	Thialkalivibrio paradoxus
108010	Thioalkalivibrio paradoxus Sorokin et al. 2002
133193	Alcalilimnicola
133193	Alcalilimnigenes
133193	Alkalilimnicola corrig. Yakimov et al. 2001
133194	Alcalilimnicola halodurans
133194	Alcalilimnigenes halodurans
133194	Alkalilimnicola halodurans corrig. Yakimov et al. 2001
133194	DSM 13718
133194	LMG 20111
133194	LMG:20111
133194	strain 34Alc
135614	Lysobacterales
135614	Xanthomonadales Saddler and Bradbury 2005
32033	Lysobacteraceae
32033	Xanthomonadaceae Saddler and Bradbury 2005
32033	Xanthomonas group
68	Lysobacter Christensen and Cook 1978 (Approved Lists 1980) emend. Park et al. 2008
69	ATCC 29487
69	DSM 2043
69	LMG 8762
69	LMG:8762
69	Lysobacter enzymogenes Christensen and Cook 1978 (Approved Lists 1980) emend. Lin et al. 2016
69	Lysobacter enzymogenes subsp. enzymogenes
69	Lysobacter sp. Lj46
69	UASM 495
39596	"Lysobacter lactamgenus" Ono et al. 1984
39596	'Lysobacter lactamgenus'
39596	strain YK-90
84531	ATCC 29479
84531	DSM 2044
84531	HAMBI 1957
84531	LMG 8760
84531	LMG:8760
84531	Lysobacter antibioticus Christensen and Cook 1978
84531	Lysobacter sp. DWu169
84531	Lysobacter sp. DWu175
84531	UASM 3C
338	"Phytomonas" Bergey et al. 1923
338	Xanthomonas Dowson 1939 (Approved Lists 1980) emend. van den Mooter and Swings 1990
338	Xanthomonas Dowson 1939 (Approved Lists 1980) emend. Vauterin et al. 1995
339	"Bacillus campestris" Pammel 1895
339	"Bacterium campestre" (Pammel 1895) Smith 1897
339	"Phytomonas campestris" (Pammel 1895) Bergey et al. 1923
339	"Pseudomonas campestris" (Pammel 1895) Smith 1897
339	"Xanthomonas campestris var. aberrans" Knosel 1961
339	"Xanthomonas campestris var. armoraceae" (McCulloch) Starr and Burkholder 1942
339	Achromobacter lunatus
339	ATCC 33913
339	Bacillus campestris
339	Bacterium campestre
339	CFBP 2350
339	CIP 100069
339	DSM 3586
339	ICMP 13
339	LMG 568
339	LMG:568
339	NCPPB 528
339	Phytomonas campestris
339	Pseudomonas campestris
339	Xanthomonas campestris (Pammel 1895) Dowson 1939 (Approved Lists 1980) emend. van den Mooter and Swings1990
339	Xanthomonas campestris (Pammel 1895) Dowson 1939 (Approved Lists 1980) emend. Vauterin et al. 1995
339	Xanthomonas campestris var. aberrans
339	Xanthomonas campestris var. armoraceae
340	Xanthomonas campestris (pv. campestris)
340	Xanthomonas campestris campestris
29444	Xanthomonas campestris (pv. cyanopsidis)
29444	Xanthomonas cyanopsidis
54735	"Xanthomonas amaranthicola" Patel et al. 1952
54735	ATCC 11645
54735	ICMP 441
54735	LMG 498
54735	LMG:498
54735	NCPPB 570
54735	PDDCC 441
54735	PDDCC:441
54735	Xanthomonas amaranthicola
54735	Xanthomonas campestris pv. amaranthicola (Patel et al. 1952) Dye 1978
83224	"Xanthomonas vitians" (Brown) Dowson
83224	bacterial leaf spot pathogen of lettuce
83224	Xanthomonas vitians
343	"Xanthomonas translucens" Jones et al. 1917
343	ATCC 19319
343	CFBP 2054
343	DSM 18974
343	ICMP 5752
343	LMG 876
343	LMG:876
343	NCPPB 973
343	strain XT 2
343	Xanthomonas translucens
134874	Xanthomonas campestris pv. graminis
134875	Xanthomonas campestris (pv. translucens)
134875	Xanthomonas campestris pv. translucens
134875	Xanthomonas campestris translucens
347	"Pseudomonas oryzae" Uyeda and Ishiyama in Ishiyama 1926
347	"Xanthomonas oryzae" (Uyeda and Ishiyama 1926) Dowson 1943
347	ATCC 35933
347	CFBP 2532
347	ICMP 3125
347	LMG 5047
347	LMG:5047
347	NCCPPB 3002
347	PDDCC 3125
347	PDDCC:3125
347	strain Dye YK9
347	strain Rao X08
347	Xanthomonas oryzae (ex Ishiyama 1922) Swings et al. 1990 emend. van den Mooter and Swings 1990
64187	Xanthomonas campestris pv. oryza
129394	ICMP 5743
129394	NCPPB 1585
129394	WHRI 5234
129394	Xanthomonas campestris pv. oryzicola
29447	"Agrobacterium albilineans" (Ashby 1929) Savulescu 1947
29447	"Bacterium albilineans" Ashby 1929
29447	"Phytomonas albilineans" (Ashby 1929) Magrou 1937
29447	"Pseudomonas albilineans" (Ashby 1929) Krasil'nikov 1949
29447	"Xanthomonas albilineans var. paspali" Orian 1962
29447	Agrobacterium albilineans
29447	ATCC 33915
29447	Bacterium albilineans
29447	CFBP 2523
29447	DSM 3583
29447	ICMP 196
29447	LMG 494
29447	LMG:494
29447	NCPPB 2969
29447	Phytomonas albilineans
