Term_PK	Term_Name	Identifier	Is_Leaf	Rank	Parent_Term_Name	Parent_Term_ID	Grandparent_Term_Name	Grandparent_Term_ID	Common_Name	Synonym	Mnemonic
102438NEWT1	agricultural soil bacterium SC-I-54	102438	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102439NEWT1	agricultural soil bacterium SC-I-55	102439	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102440NEWT1	agricultural soil bacterium SC-I-56	102440	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102441NEWT1	agricultural soil bacterium SC-I-59	102441	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102442NEWT1	agricultural soil bacterium SC-I-60	102442	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102443NEWT1	agricultural soil bacterium SC-I-62	102443	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102444NEWT1	agricultural soil bacterium SC-I-64	102444	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102445NEWT1	agricultural soil bacterium SC-I-65	102445	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102446NEWT1	agricultural soil bacterium SC-I-66	102446	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102447NEWT1	agricultural soil bacterium SC-I-68	102447	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102448NEWT1	agricultural soil bacterium SC-I-70	102448	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102449NEWT1	agricultural soil bacterium SC-I-71	102449	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102450NEWT1	agricultural soil bacterium SC-I-73	102450	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102451NEWT1	agricultural soil bacterium SC-I-74	102451	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102452NEWT1	agricultural soil bacterium SC-I-76	102452	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102453NEWT1	agricultural soil bacterium SC-I-77	102453	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102454NEWT1	agricultural soil bacterium SC-I-78	102454	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102455NEWT1	agricultural soil bacterium SC-I-79	102455	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102456NEWT1	agricultural soil bacterium SC-I-81	102456	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102457NEWT1	agricultural soil bacterium SC-I-83	102457	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102458NEWT1	agricultural soil bacterium SC-I-84	102458	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102459NEWT1	agricultural soil bacterium SC-I-85	102459	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102460NEWT1	agricultural soil bacterium SC-I-86	102460	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102461NEWT1	agricultural soil bacterium SC-I-87	102461	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102462NEWT1	agricultural soil bacterium SC-I-88	102462	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102463NEWT1	agricultural soil bacterium SC-I-90	102463	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102464NEWT1	agricultural soil bacterium SC-I-91	102464	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102465NEWT1	agricultural soil bacterium SC-I-92	102465	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
102466NEWT1	agricultural soil bacterium SC-I-93	102466	1	Species	agricultural soil bacteria ensemble	150462	agricultural soil bacteria ensemble	150462			
150463NEWT1	Australian soil clone ensemble	150463	0		environmental samples	48479	environmental samples	48479			
102911NEWT1	Australian Soil clone B20	102911	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102912NEWT1	Australian soil clone B18	102912	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102913NEWT1	Australian soil clone B22	102913	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102914NEWT1	Australian soil clone B29	102914	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102915NEWT1	Australian soil clone GV10	102915	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102916NEWT1	Australian soil clone GV2	102916	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102917NEWT1	Australian soil clone GV3	102917	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102918NEWT1	Australian soil clone GV5	102918	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102919NEWT1	Australian soil clone H33	102919	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102920NEWT1	Australian soil clone H39	102920	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102921NEWT1	Australian soil clone H43	102921	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102922NEWT1	Australian soil clone OD11	102922	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102923NEWT1	Australian soil clone OD13	102923	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102924NEWT1	Australian soil clone OD16	102924	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
102925NEWT1	Australian soil clone OD19	102925	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
110266NEWT1	Australian soil clone B24	110266	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
110267NEWT1	Australian soil clone H31	110267	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
110268NEWT1	Australian soil clone H35	110268	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
110269NEWT1	Australian soil clone OD18	110269	1	Species	Australian soil clone ensemble	150463	Australian soil clone ensemble	150463			
150464NEWT1	benzene mineralizing consortium ensemble	150464	0		environmental samples	48479	environmental samples	48479			
70718NEWT1	benzene mineralizing consortium clone SB-1	70718	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70719NEWT1	benzene mineralizing consortium clone SB-3	70719	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70721NEWT1	benzene mineralizing consortium clone SB-9	70721	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70723NEWT1	benzene mineralizing consortium clone SB-17	70723	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70724NEWT1	benzene mineralizing consortium clone SB-21	70724	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70725NEWT1	benzene mineralizing consortium clone SB-22	70725	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70726NEWT1	benzene mineralizing consortium clone SB-29	70726	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70727NEWT1	benzene mineralizing consortium clone SB-30	70727	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
70728NEWT1	benzene mineralizing consortium clone SB-34	70728	1	Species	benzene mineralizing consortium ensemble	150464	benzene mineralizing consortium ensemble	150464			
150465NEWT1	eubacterial soil DNA clone ensemble	150465	0		environmental samples	48479	environmental samples	48479			
64048NEWT1	eubacterial soil DNA clone S-1	64048	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64049NEWT1	eubacterial soil DNA clone S-10	64049	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64050NEWT1	eubacterial soil DNA clone S-11	64050	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64051NEWT1	eubacterial soil DNA clone S-12	64051	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64052NEWT1	eubacterial soil DNA clone S-13	64052	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64053NEWT1	eubacterial soil DNA clone S-14	64053	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64054NEWT1	eubacterial soil DNA clone S-15	64054	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64055NEWT1	eubacterial soil DNA clone S-16	64055	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64056NEWT1	eubacterial soil DNA clone S-17	64056	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64057NEWT1	eubacterial soil DNA clone S-18	64057	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64058NEWT1	eubacterial soil DNA clone S-19	64058	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64059NEWT1	eubacterial soil DNA clone S-2	64059	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64060NEWT1	eubacterial soil DNA clone S-20	64060	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64061NEWT1	eubacterial soil DNA clone S-21	64061	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64062NEWT1	eubacterial soil DNA clone S-24	64062	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64063NEWT1	eubacterial soil DNA clone S-25	64063	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64064NEWT1	eubacterial soil DNA clone S-26	64064	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64065NEWT1	eubacterial soil DNA clone S-27	64065	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64066NEWT1	eubacterial soil DNA clone S-28	64066	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64067NEWT1	eubacterial soil DNA clone S-29	64067	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64068NEWT1	eubacterial soil DNA clone S-3	64068	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64069NEWT1	eubacterial soil DNA clone S-31	64069	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64070NEWT1	eubacterial soil DNA clone S-33	64070	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64071NEWT1	eubacterial soil DNA clone S-34	64071	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64072NEWT1	eubacterial soil DNA clone S-35	64072	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64073NEWT1	eubacterial soil DNA clone S-36	64073	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64074NEWT1	eubacterial soil DNA clone S-37	64074	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64075NEWT1	eubacterial soil DNA clone S-38	64075	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64076NEWT1	eubacterial soil DNA clone S-39	64076	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64077NEWT1	eubacterial soil DNA clone S-4	64077	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64078NEWT1	eubacterial soil DNA clone S-40	64078	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64079NEWT1	eubacterial soil DNA clone S-41	64079	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64080NEWT1	eubacterial soil DNA clone S-42	64080	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64081NEWT1	eubacterial soil DNA clone S-43	64081	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64082NEWT1	eubacterial soil DNA clone S-44	64082	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64083NEWT1	eubacterial soil DNA clone S-46	64083	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64084NEWT1	eubacterial soil DNA clone S-47	64084	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64085NEWT1	eubacterial soil DNA clone S-48	64085	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64086NEWT1	eubacterial soil DNA clone S-49	64086	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64087NEWT1	eubacterial soil DNA clone S-5	64087	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64088NEWT1	eubacterial soil DNA clone S-6	64088	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64089NEWT1	eubacterial soil DNA clone S-7	64089	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
64090NEWT1	eubacterial soil DNA clone S-8	64090	1	Species	eubacterial soil DNA clone ensemble	150465	eubacterial soil DNA clone ensemble	150465			
150466NEWT1	freshwater sediment clone ensemble	150466	0		environmental samples	48479	environmental samples	48479			
91593NEWT1	freshwater sediment clone ppC10rna	91593	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91594NEWT1	freshwater sediment clone ppC13rna	91594	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91595NEWT1	freshwater sediment clone ppC1rna	91595	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91596NEWT1	freshwater sediment clone ppD10rna	91596	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91597NEWT1	freshwater sediment clone ppD17rna	91597	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91598NEWT1	freshwater sediment clone ppF5dna	91598	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91599NEWT1	freshwater sediment clone ppD3rna	91599	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91600NEWT1	freshwater sediment clone ppD4rna	91600	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91601NEWT1	freshwater sediment clone ppE25dna	91601	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
91602NEWT1	freshwater sediment clone ppF9dna	91602	1	Species	freshwater sediment clone ensemble	150466	freshwater sediment clone ensemble	150466			
150467NEWT1	grassland soil clone ensemble	150467	0		environmental samples	48479	environmental samples	48479			
79975NEWT1	grassland soil clone saf3_009	79975	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79976NEWT1	grassland soil clone saf3_011	79976	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79977NEWT1	grassland soil clone saf3_012	79977	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79978NEWT1	grassland soil clone saf3_014	79978	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79979NEWT1	grassland soil clone saf3_016	79979	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79980NEWT1	grassland soil clone saf3_017	79980	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79981NEWT1	grassland soil clone saf3_018	79981	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79982NEWT1	grassland soil clone saf3_020	79982	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79983NEWT1	grassland soil clone saf3_021	79983	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79984NEWT1	grassland soil clone saf3_022	79984	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79985NEWT1	grassland soil clone saf3_023	79985	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79986NEWT1	grassland soil clone saf3_101	79986	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79987NEWT1	grassland soil clone saf3_102	79987	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79988NEWT1	grassland soil clone saf3_103	79988	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79989NEWT1	grassland soil clone saf3_104	79989	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79990NEWT1	grassland soil clone saf3_105	79990	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79991NEWT1	grassland soil clone saf3_106	79991	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79992NEWT1	grassland soil clone saf3_107	79992	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79993NEWT1	grassland soil clone saf3_108	79993	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79994NEWT1	grassland soil clone saf3_109	79994	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79995NEWT1	grassland soil clone saf3_110	79995	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79996NEWT1	grassland soil clone saf3_111	79996	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79997NEWT1	grassland soil clone saf3_112	79997	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79998NEWT1	grassland soil clone saf3_113	79998	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
79999NEWT1	grassland soil clone saf3_114	79999	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80000NEWT1	grassland soil clone saf3_115	80000	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80001NEWT1	grassland soil clone saf3_117	80001	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80002NEWT1	grassland soil clone saf3_118	80002	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80003NEWT1	grassland soil clone saf3_119	80003	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80004NEWT1	grassland soil clone saf3_120	80004	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80005NEWT1	grassland soil clone saf3_121	80005	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80006NEWT1	grassland soil clone saf3_122	80006	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80007NEWT1	grassland soil clone saf3_123	80007	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80008NEWT1	grassland soil clone saf3_124	80008	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80009NEWT1	grassland soil clone saf3_221	80009	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80010NEWT1	grassland soil clone saf3_222	80010	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80011NEWT1	grassland soil clone saf3_223	80011	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80012NEWT1	grassland soil clone saf3_224	80012	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80013NEWT1	grassland soil clone sl1_001	80013	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80014NEWT1	grassland soil clone sl1_004	80014	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80015NEWT1	grassland soil clone sl1_005	80015	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80016NEWT1	grassland soil clone sl1_007	80016	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80017NEWT1	grassland soil clone sl1_009	80017	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80018NEWT1	grassland soil clone sl1_012	80018	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80019NEWT1	grassland soil clone sl1_017	80019	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80020NEWT1	grassland soil clone sl1_018	80020	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80021NEWT1	grassland soil clone sl1_019	80021	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80022NEWT1	grassland soil clone sl1_020	80022	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80023NEWT1	grassland soil clone sl1_021	80023	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80024NEWT1	grassland soil clone sl1_022	80024	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80025NEWT1	grassland soil clone sl1_024	80025	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80026NEWT1	grassland soil clone sl1_102	80026	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80027NEWT1	grassland soil clone sl1_104	80027	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80028NEWT1	grassland soil clone sl1_105	80028	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80029NEWT1	grassland soil clone sl1_106	80029	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80030NEWT1	grassland soil clone sl1_107	80030	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80031NEWT1	grassland soil clone sl1_108	80031	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80032NEWT1	grassland soil clone sl1_109	80032	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80033NEWT1	grassland soil clone sl1_110	80033	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80034NEWT1	grassland soil clone sl1_111	80034	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80035NEWT1	grassland soil clone sl1_112	80035	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80036NEWT1	grassland soil clone sl1_201	80036	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80037NEWT1	grassland soil clone sl1_202	80037	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80038NEWT1	grassland soil clone sl1_203	80038	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80039NEWT1	grassland soil clone sl1_204	80039	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80040NEWT1	grassland soil clone sl1_206	80040	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80041NEWT1	grassland soil clone sl1_207	80041	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80042NEWT1	grassland soil clone sl1_208	80042	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80043NEWT1	grassland soil clone sl1_210	80043	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80044NEWT1	grassland soil clone sl1_211	80044	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80045NEWT1	grassland soil clone sl1_212	80045	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80046NEWT1	grassland soil clone sl1_213	80046	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80047NEWT1	grassland soil clone sl1_214	80047	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80048NEWT1	grassland soil clone sl1_215	80048	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80049NEWT1	grassland soil clone sl1_216	80049	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80050NEWT1	grassland soil clone sl1_217	80050	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80051NEWT1	grassland soil clone sl1_218	80051	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80052NEWT1	grassland soil clone sl1_219	80052	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80053NEWT1	grassland soil clone sl1_220	80053	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80054NEWT1	grassland soil clone sl1_221	80054	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80055NEWT1	grassland soil clone sl1_222	80055	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80056NEWT1	grassland soil clone sl1_223	80056	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80057NEWT1	grassland soil clone sl1_224	80057	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80058NEWT1	grassland soil clone sl2_501	80058	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80059NEWT1	grassland soil clone sl2_502	80059	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80060NEWT1	grassland soil clone sl2_503	80060	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80061NEWT1	grassland soil clone sl2_504	80061	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80062NEWT1	grassland soil clone sl2_505	80062	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80063NEWT1	grassland soil clone sl2_506	80063	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80064NEWT1	grassland soil clone sl2_508	80064	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80065NEWT1	grassland soil clone sl2_509	80065	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80066NEWT1	grassland soil clone sl2_510	80066	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80067NEWT1	grassland soil clone sl2_511	80067	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80068NEWT1	grassland soil clone sl2_512	80068	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80069NEWT1	grassland soil clone sl2_513	80069	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80070NEWT1	grassland soil clone sl2_514	80070	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80071NEWT1	grassland soil clone sl2_515	80071	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80072NEWT1	grassland soil clone sl2_516	80072	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80073NEWT1	grassland soil clone sl2_517	80073	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80074NEWT1	grassland soil clone sl2_518	80074	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
80075NEWT1	grassland soil clone sl2_519	80075	1	Species	grassland soil clone ensemble	150467	grassland soil clone ensemble	150467			
